1,23,26,29,31,32,35,37,39,41,43,45
1,23,26,29,31,33,35,37,38,41,43,45
1,23,27,28,31,33,35,37,39,41,43,45
1,23,27,28,31,32,34,37,39,41,43,45
1,23,27,28,31,32,34,37,39,41,43,45
1,23,27,28,31,33,35,37,39,40,43,45
1,24,26,28,31,33,35,37,39,41,42,44
1,24,26,28,31,33,35,37,39,41,43,45
1,24,26,29,31,33,35,37,39,41,43,44
1,24,26,28,31,33,34,37,39,41,43,45
1,24,26,28,31,33,35,37,39,41,42,45
1,24,26,28,31,33,35,37,39,41,43,45
1,24,26,28,31,33,35,37,39,41,43,45
1,24,26,29,31,33,35,37,38,41,43,45
1,24,26,29,31,33,34,37,38,41,43,45
1,24,26,29,31,32,35,37,39,41,43,44
1,24,26,28,31,33,35,37,39,41,42,45
1,24,26,29,31,33,35,37,39,41,43,45
1,24,26,28,31,33,35,37,39,41,43,45
1,24,26,29,31,32,35,37,38,41,43,45
1,24,26,29,31,32,35,37,39,41,43,45
1,24,26,29,31,33,34,36,39,41,43,45
1,24,26,29,31,33,34,37,39,41,43,45
1,24,26,29,31,33,35,37,39,41,43,45
1,24,26,28,30,33,35,37,39,41,43,45
1,24,26,29,31,32,35,36,39,41,43,45
1,24,26,29,31,33,34,37,38,41,43,44
1,24,26,29,31,33,35,37,39,40,43,45
1,24,26,28,30,32,34,36,38,41,43,45
1,24,26,28,30,33,35,37,39,40,43,45
1,24,26,28,31,32,34,37,38,41,43,45
1,24,26,28,31,33,34,37,39,41,43,45
1,24,26,28,31,33,35,36,39,40,43,45
1,24,26,28,31,33,35,37,38,41,43,45
1,24,26,29,31,32,35,37,38,41,43,45
1,24,26,29,31,33,34,37,38,40,43,45
1,24,26,29,31,33,34,37,38,41,42,45
1,24,26,29,31,33,34,37,39,41,43,45
1,24,26,29,31,33,35,36,38,41,43,45
1,24,26,29,31,33,35,36,39,40,42,45
1,24,26,29,31,33,35,37,39,40,42,45
1,24,26,29,31,33,35,37,39,41,42,45
1,24,26,29,31,33,35,37,39,41,43,44
1,24,26,29,31,33,35,37,39,41,43,45
1,24,26,29,31,33,35,37,39,41,43,45
1,24,26,29,31,33,35,37,39,41,43,45
1,24,26,28,31,33,35,37,39,41,42,45
1,24,27,29,31,33,35,37,38,40,43,45
1,24,27,28,31,33,35,37,39,41,43,45
1,24,27,29,31,32,35,36,38,41,43,45
1,24,27,29,31,33,35,37,39,41,43,45
1,24,27,28,31,32,34,36,38,41,43,45
1,24,27,28,31,33,35,37,38,41,43,45
1,24,27,28,31,33,35,37,39,40,43,45
1,24,27,28,31,33,35,37,39,41,42,45
1,24,27,29,31,33,35,37,38,41,43,45
1,24,27,29,31,33,35,37,39,40,43,45
1,24,27,29,31,33,34,36,39,41,43,45
1,24,27,29,31,33,34,37,39,40,43,45
1,24,27,29,31,32,34,36,38,41,42,45
1,24,27,29,31,33,34,37,39,41,43,45
1,25,26,28,31,33,35,36,38,41,43,45
1,25,26,28,31,33,35,37,39,41,43,45
1,25,26,28,31,32,34,37,38,41,43,45
1,25,26,29,31,33,35,37,39,41,43,45
1,25,26,29,31,33,35,37,39,41,43,45
1,25,26,29,31,33,34,36,39,41,43,45
1,25,26,28,31,33,35,37,38,41,43,45
1,25,26,29,31,33,35,37,38,41,43,45
1,25,26,29,31,33,35,37,38,41,43,45
1,25,26,29,31,33,35,37,39,40,43,45
1,25,27,28,31,32,35,37,39,41,43,45
1,25,27,29,31,33,35,37,39,41,43,45
1,25,27,29,31,33,34,36,39,41,43,45
1,25,27,28,31,33,34,37,38,41,43,45
1,25,27,28,31,33,34,37,39,41,43,45
1,25,27,29,31,32,35,37,38,40,43,45
1,25,27,29,31,33,34,37,38,41,43,45
1,25,27,29,31,33,35,37,38,41,43,45
1,25,27,29,31,33,35,37,39,41,43,45
1,25,27,29,31,33,35,36,38,41,43,45
1,25,27,29,31,33,35,37,38,41,43,45
2,23,26,29,31,33,35,37,39,41,43,44
2,24,26,29,31,33,35,37,39,41,43,44
2,24,26,29,31,33,35,37,39,41,43,44
2,24,26,29,31,33,35,37,39,41,43,44
2,24,26,29,31,33,35,37,39,41,43,44
2,24,26,29,31,32,35,37,39,41,43,44
2,24,26,29,31,33,34,37,39,41,43,44
2,24,26,29,31,33,35,37,39,41,43,44
2,24,26,29,31,33,35,37,39,41,43,44
2,24,27,28,31,33,35,37,39,41,43,44
2,24,27,29,31,33,35,37,39,41,43,44
2,24,27,29,31,33,35,37,39,41,43,44
2,25,26,29,31,33,35,37,39,41,43,44
2,25,26,29,31,33,35,37,39,41,43,44
2,25,26,29,31,33,35,37,39,41,43,44
2,25,26,29,31,33,35,37,39,41,43,44
2,25,26,29,31,33,35,37,39,41,43,44
2,25,26,29,31,33,35,37,39,41,43,44
2,25,26,29,31,33,35,37,39,41,43,44
2,25,26,29,31,33,35,37,39,41,43,44
3,24,26,29,31,32,35,37,39,41,43,44
3,24,26,29,31,32,35,37,39,41,43,45
3,24,26,28,31,33,35,37,39,41,43,45
3,24,26,29,31,32,35,37,38,41,43,45
3,24,26,28,31,33,35,37,39,41,43,45
3,24,26,29,31,33,35,37,38,41,43,45
3,24,27,28,31,33,35,37,39,41,42,44
3,24,27,29,31,33,35,37,39,41,43,44
3,25,26,29,31,32,35,37,38,41,43,45
4,23,27,28,31,32,35,37,39,41,42,45
4,24,26,28,31,33,35,37,39,41,43,45
4,24,26,29,31,32,35,37,39,41,43,44
