1,23,26,29,31,32,35,37,39,41,43,45,47,49
1,23,26,29,31,33,35,37,38,41,43,45,46,49
1,23,27,28,31,33,35,37,39,41,43,45,47,49
1,23,27,28,31,32,34,37,39,41,43,45,47,49
1,23,27,28,31,32,34,37,39,41,43,45,47,49
1,23,27,28,31,33,35,37,39,40,43,45,46,48
1,24,26,28,31,33,35,37,39,41,42,44,46,49
1,24,26,28,31,33,35,37,39,41,43,45,47,49
1,24,26,29,31,33,35,37,39,41,43,44,47,49
1,24,26,28,31,33,34,37,39,41,43,45,46,49
1,24,26,28,31,33,35,37,39,41,42,45,47,48
1,24,26,28,31,33,35,37,39,41,43,45,47,49
1,24,26,28,31,33,35,37,39,41,43,45,47,49
1,24,26,29,31,33,35,37,38,41,43,45,47,49
1,24,26,29,31,33,34,37,38,41,43,45,47,49
1,24,26,29,31,32,35,37,39,41,43,44,46,49
1,24,26,28,31,33,35,37,39,41,42,45,47,49
1,24,26,29,31,33,35,37,39,41,43,45,46,49
1,24,26,28,31,33,35,37,39,41,43,45,47,49
1,24,26,29,31,32,35,37,38,41,43,45,46,48
1,24,26,29,31,32,35,37,39,41,43,45,46,49
1,24,26,29,31,33,34,36,39,41,43,45,47,49
1,24,26,29,31,33,34,37,39,41,43,45,47,49
1,24,26,29,31,33,35,37,39,41,43,45,47,48
1,24,26,28,30,33,35,37,39,41,43,45,47,49
1,24,26,29,31,32,35,36,39,41,43,45,47,49
1,24,26,29,31,33,34,37,38,41,43,44,47,49
1,24,26,29,31,33,35,37,39,40,43,45,47,49
1,24,26,28,30,32,34,36,38,41,43,45,47,49
1,24,26,28,30,33,35,37,39,40,43,45,47,49
1,24,26,28,31,32,34,37,38,41,43,45,47,49
1,24,26,28,31,33,34,37,39,41,43,45,47,49
1,24,26,28,31,33,35,36,39,40,43,45,47,49
1,24,26,28,31,33,35,37,38,41,43,45,47,49
1,24,26,29,31,32,35,37,38,41,43,45,47,49
1,24,26,29,31,33,34,37,38,40,43,45,47,49
1,24,26,29,31,33,34,37,38,41,42,45,47,49
1,24,26,29,31,33,34,37,39,41,43,45,46,49
1,24,26,29,31,33,35,36,38,41,43,45,47,49
1,24,26,29,31,33,35,36,39,40,42,45,47,49
1,24,26,29,31,33,35,37,39,40,42,45,46,48
1,24,26,29,31,33,35,37,39,41,42,45,47,49
1,24,26,29,31,33,35,37,39,41,43,44,46,49
1,24,26,29,31,33,35,37,39,41,43,45,46,49
1,24,26,29,31,33,35,37,39,41,43,45,46,49
1,24,26,29,31,33,35,37,39,41,43,45,47,49
1,24,26,28,31,33,35,37,39,41,42,45,47,49
1,24,27,29,31,33,35,37,38,40,43,45,47,49
1,24,27,28,31,33,35,37,39,41,43,45,47,49
1,24,27,29,31,32,35,36,38,41,43,45,47,49
1,24,27,29,31,33,35,37,39,41,43,45,46,49
1,24,27,28,31,32,34,36,38,41,43,45,47,49
1,24,27,28,31,33,35,37,38,41,43,45,47,49
1,24,27,28,31,33,35,37,39,40,43,45,47,49
1,24,27,28,31,33,35,37,39,41,42,45,47,49
1,24,27,29,31,33,35,37,38,41,43,45,46,49
1,24,27,29,31,33,35,37,39,40,43,45,47,49
1,24,27,29,31,33,34,36,39,41,43,45,46,49
