1,23,26,29,31,32
1,23,26,29,31,33
1,23,27,28,31,33
1,23,27,28,31,32
1,23,27,28,31,32
1,23,27,28,31,33
1,24,26,28,31,33
1,24,26,28,31,33
1,24,26,29,31,33
1,24,26,28,31,33
1,24,26,28,31,33
1,24,26,28,31,33
1,24,26,28,31,33
1,24,26,29,31,33
1,24,26,29,31,33
1,24,26,29,31,32
1,24,26,28,31,33
1,24,26,29,31,33
1,24,26,28,31,33
1,24,26,29,31,32
1,24,26,29,31,32
1,24,26,29,31,33
1,24,26,29,31,33
1,24,26,29,31,33
1,24,26,28,30,33
1,24,26,29,31,32
1,24,26,29,31,33
1,24,26,29,31,33
1,24,26,28,30,32
1,24,26,28,30,33
1,24,26,28,31,32
1,24,26,28,31,33
1,24,26,28,31,33
1,24,26,28,31,33
1,24,26,29,31,32
1,24,26,29,31,33
1,24,26,29,31,33
1,24,26,29,31,33
1,24,26,29,31,33
1,24,26,29,31,33
1,24,26,29,31,33
1,24,26,29,31,33
1,24,26,29,31,33
1,24,26,29,31,33
1,24,26,29,31,33
1,24,26,29,31,33
1,24,26,28,31,33
1,24,27,29,31,33
1,24,27,28,31,33
1,24,27,29,31,32
1,24,27,29,31,33
1,24,27,28,31,32
1,24,27,28,31,33
1,24,27,28,31,33
1,24,27,28,31,33
1,24,27,29,31,33
1,24,27,29,31,33
1,24,27,29,31,33
1,24,27,29,31,33
1,24,27,29,31,32
1,24,27,29,31,33
1,25,26,28,31,33
1,25,26,28,31,33
1,25,26,28,31,32
1,25,26,29,31,33
1,25,26,29,31,33
1,25,26,29,31,33
1,25,26,28,31,33
1,25,26,29,31,33
1,25,26,29,31,33
1,25,26,29,31,33
1,25,27,28,31,32
1,25,27,29,31,33
1,25,27,29,31,33
1,25,27,28,31,33
1,25,27,28,31,33
1,25,27,29,31,32
1,25,27,29,31,33
1,25,27,29,31,33
1,25,27,29,31,33
1,25,27,29,31,33
1,25,27,29,31,33
2,23,26,29,31,33
2,24,26,29,31,33
2,24,26,29,31,33
2,24,26,29,31,33
2,24,26,29,31,33
2,24,26,29,31,32
2,24,26,29,31,33
2,24,26,29,31,33
2,24,26,29,31,33
2,24,27,28,31,33
2,24,27,29,31,33
2,24,27,29,31,33
2,25,26,29,31,33
2,25,26,29,31,33
2,25,26,29,31,33
2,25,26,29,31,33
2,25,26,29,31,33
2,25,26,29,31,33
2,25,26,29,31,33
2,25,26,29,31,33
3,24,26,29,31,32
3,24,26,29,31,32
3,24,26,28,31,33
3,24,26,29,31,32
3,24,26,28,31,33
3,24,26,29,31,33
3,24,27,28,31,33
3,24,27,29,31,33
3,25,26,29,31,32
4,23,27,28,31,32
4,24,26,28,31,33
4,24,26,29,31,32
4,24,26,28,31,33
4,24,26,28,31,32
4,24,27,28,31,32
4,24,27,28,31,32
4,24,27,28,31,33
4,25,27,28,31,33
4,25,27,28,31,32
4,25,27,29,31,33
4,25,27,28,31,33
4,25,27,28,31,32
5,23,26,29,31,33
5,23,26,28,30,32
5,23,26,29,31,33
5,23,27,28,30,33
5,23,27,28,31,33
5,23,27,28,31,33
5,24,26,29,31,32
5,24,26,29,31,33
5,24,26,29,31,33
5,24,26,28,31,33
5,24,26,28,31,32
5,24,26,28,31,33
5,24,26,29,31,33
5,24,26,29,31,33
5,24,26,29,31,33
5,24,26,29,31,33
5,24,26,29,31,33
5,24,27,29,31,33
5,24,27,29,31,33
5,24,27,29,31,33
5,24,27,29,31,33
5,24,27,29,31,33
5,24,27,29,31,32
5,24,27,29,31,32
5,24,27,29,31,33
5,24,27,29,31,33
5,24,27,29,31,33
5,24,27,29,31,33
5,25,26,29,31,33
5,25,26,29,31,33
5,25,26,29,31,32
5,25,26,29,31,32
5,25,26,29,31,33
5,25,26,29,31,33
5,25,27,29,31,33
5,25,27,29,31,33
5,25,27,29,31,33
5,25,27,29,31,33
5,25,27,29,31,33
6,25,27,29,31,32
7,23,26,29,31,33
7,24,26,29,31,33
7,24,26,29,31,33
7,24,26,29,31,33
7,24,26,29,31,33
7,24,27,29,31,33
7,24,27,29,31,32
7,24,27,29,31,32
7,25,26,29,31,33
7,25,27,29,31,32
7,25,27,29,31,32
7,25,27,29,31,33
7,25,27,29,31,33
7,25,27,29,31,33
8,24,26,29,31,33
8,24,27,29,31,33
8,25,26,29,31,33
8,25,26,29,31,33
8,25,26,29,31,33
8,25,27,29,31,32
10,24,26,28,31,33
10,24,26,28,31,33
11,23,26,28,31,33
11,24,26,29,31,33
11,24,26,29,31,33
11,24,26,29,31,33
11,24,26,29,31,33
11,24,26,29,31,32
11,24,26,29,31,33
11,24,26,29,31,33
11,24,26,29,31,32
11,24,27,29,31,33
11,24,27,29,31,33
11,24,27,29,31,33
11,24,27,29,31,33
11,24,27,29,31,32
11,24,27,29,31,32
11,24,27,29,31,33
11,25,26,29,31,33
11,25,26,29,31,32
11,25,26,29,31,33
11,25,27,29,31,33
11,25,27,29,31,33
11,25,27,29,31,32
11,25,27,29,31,33
11,25,27,29,31,33
11,25,27,28,31,32
11,25,27,29,30,33
11,25,27,29,31,33
11,25,27,29,31,33
12,24,27,28,31,32
12,24,27,29,31,33
12,25,27,29,31,33
12,25,27,29,31,33
12,25,27,29,31,32
12,25,27,29,31,32
12,25,27,29,31,33
12,25,27,29,31,33
12,25,27,29,31,32
12,25,27,29,31,33
12,25,27,29,31,33
12,25,27,29,31,33
12,25,27,29,31,33
12,25,27,29,31,33
12,25,27,29,31,33
12,25,27,29,31,33
13,23,26,29,31,33
13,24,26,29,31,32
13,24,27,28,31,33
13,25,26,29,31,33
13,25,27,29,31,32
13,25,27,29,31,33
13,25,27,29,31,33
14,23,26,28,31,33
14,23,26,29,31,33
14,23,26,29,31,33
14,23,27,29,31,33
14,24,26,28,31,33
14,24,26,29,31,32
14,24,26,28,31,32
14,24,26,28,31,32
14,24,26,28,31,32
14,24,26,28,31,32
14,24,26,28,31,33
14,24,26,28,31,33
14,24,26,28,31,33
14,24,26,28,31,33
14,24,27,29,31,33
14,24,27,29,31,32
14,24,27,28,31,32
14,25,26,29,31,33
14,25,26,28,31,32
14,25,26,28,31,32
14,25,26,29,31,32
14,25,27,29,31,32
14,25,27,29,31,32
14,25,27,29,31,33
15,24,26,29,31,33
15,25,26,29,31,33
16,24,26,29,31,32
17,24,26,28,31,33
17,24,26,28,31,33
17,24,26,28,31,33
17,24,26,29,31,33
17,24,26,28,31,33
17,24,26,28,31,33
17,25,26,28,31,33
17,25,26,29,31,32
17,25,26,29,31,33
17,25,26,29,31,33
18,24,27,29,31,33
18,24,27,29,31,33
18,24,27,29,31,33
18,24,27,29,31,33
18,24,27,29,31,33
18,24,27,29,31,33
18,24,27,29,31,33
18,24,27,29,31,33
18,24,27,29,31,33
18,24,27,29,31,33
18,24,27,29,31,33
18,24,27,29,31,33
18,24,27,29,31,33
18,24,27,29,31,33
