1,23,26,29,31,32,35,37
1,23,26,29,31,33,35,37
1,23,27,28,31,33,35,37
1,23,27,28,31,32,34,37
1,23,27,28,31,32,34,37
1,23,27,28,31,33,35,37
1,24,26,28,31,33,35,37
1,24,26,28,31,33,35,37
1,24,26,29,31,33,35,37
1,24,26,28,31,33,34,37
1,24,26,28,31,33,35,37
1,24,26,28,31,33,35,37
1,24,26,28,31,33,35,37
1,24,26,29,31,33,35,37
1,24,26,29,31,33,34,37
1,24,26,29,31,32,35,37
1,24,26,28,31,33,35,37
1,24,26,29,31,33,35,37
1,24,26,28,31,33,35,37
1,24,26,29,31,32,35,37
1,24,26,29,31,32,35,37
1,24,26,29,31,33,34,36
1,24,26,29,31,33,34,37
1,24,26,29,31,33,35,37
1,24,26,28,30,33,35,37
1,24,26,29,31,32,35,36
1,24,26,29,31,33,34,37
1,24,26,29,31,33,35,37
1,24,26,28,30,32,34,36
1,24,26,28,30,33,35,37
1,24,26,28,31,32,34,37
1,24,26,28,31,33,34,37
1,24,26,28,31,33,35,36
1,24,26,28,31,33,35,37
1,24,26,29,31,32,35,37
1,24,26,29,31,33,34,37
1,24,26,29,31,33,34,37
1,24,26,29,31,33,34,37
1,24,26,29,31,33,35,36
1,24,26,29,31,33,35,36
1,24,26,29,31,33,35,37
1,24,26,29,31,33,35,37
1,24,26,29,31,33,35,37
1,24,26,29,31,33,35,37
1,24,26,29,31,33,35,37
1,24,26,29,31,33,35,37
1,24,26,28,31,33,35,37
1,24,27,29,31,33,35,37
1,24,27,28,31,33,35,37
1,24,27,29,31,32,35,36
1,24,27,29,31,33,35,37
1,24,27,28,31,32,34,36
1,24,27,28,31,33,35,37
1,24,27,28,31,33,35,37
1,24,27,28,31,33,35,37
1,24,27,29,31,33,35,37
1,24,27,29,31,33,35,37
1,24,27,29,31,33,34,36
1,24,27,29,31,33,34,37
1,24,27,29,31,32,34,36
1,24,27,29,31,33,34,37
1,25,26,28,31,33,35,36
1,25,26,28,31,33,35,37
1,25,26,28,31,32,34,37
1,25,26,29,31,33,35,37
1,25,26,29,31,33,35,37
1,25,26,29,31,33,34,36
1,25,26,28,31,33,35,37
1,25,26,29,31,33,35,37
1,25,26,29,31,33,35,37
1,25,26,29,31,33,35,37
1,25,27,28,31,32,35,37
1,25,27,29,31,33,35,37
1,25,27,29,31,33,34,36
1,25,27,28,31,33,34,37
1,25,27,28,31,33,34,37
1,25,27,29,31,32,35,37
1,25,27,29,31,33,34,37
1,25,27,29,31,33,35,37
1,25,27,29,31,33,35,37
1,25,27,29,31,33,35,36
1,25,27,29,31,33,35,37
2,23,26,29,31,33,35,37
2,24,26,29,31,33,35,37
2,24,26,29,31,33,35,37
2,24,26,29,31,33,35,37
2,24,26,29,31,33,35,37
2,24,26,29,31,32,35,37
2,24,26,29,31,33,34,37
2,24,26,29,31,33,35,37
2,24,26,29,31,33,35,37
2,24,27,28,31,33,35,37
2,24,27,29,31,33,35,37
2,24,27,29,31,33,35,37
2,25,26,29,31,33,35,37
2,25,26,29,31,33,35,37
2,25,26,29,31,33,35,37
2,25,26,29,31,33,35,37
2,25,26,29,31,33,35,37
2,25,26,29,31,33,35,37
2,25,26,29,31,33,35,37
2,25,26,29,31,33,35,37
3,24,26,29,31,32,35,37
3,24,26,29,31,32,35,37
3,24,26,28,31,33,35,37
3,24,26,29,31,32,35,37
3,24,26,28,31,33,35,37
3,24,26,29,31,33,35,37
3,24,27,28,31,33,35,37
3,24,27,29,31,33,35,37
3,25,26,29,31,32,35,37
4,23,27,28,31,32,35,37
4,24,26,28,31,33,35,37
4,24,26,29,31,32,35,37
4,24,26,28,31,33,35,37
4,24,26,28,31,32,35,37
4,24,27,28,31,32,35,37
4,24,27,28,31,32,35,37
4,24,27,28,31,33,34,37
4,25,27,28,31,33,35,37
4,25,27,28,31,32,35,37
4,25,27,29,31,33,34,37
4,25,27,28,31,33,35,37
4,25,27,28,31,32,35,37
5,23,26,29,31,33,35,36
5,23,26,28,30,32,35,37
5,23,26,29,31,33,34,37
5,23,27,28,30,33,35,36
5,23,27,28,31,33,35,37
5,23,27,28,31,33,35,36
5,24,26,29,31,32,34,37
5,24,26,29,31,33,35,37
5,24,26,29,31,33,35,37
5,24,26,28,31,33,35,37
5,24,26,28,31,32,35,37
5,24,26,28,31,33,35,37
5,24,26,29,31,33,35,36
5,24,26,29,31,33,35,37
5,24,26,29,31,33,35,37
5,24,26,29,31,33,35,37
5,24,26,29,31,33,35,37
5,24,27,29,31,33,34,36
5,24,27,29,31,33,34,36
5,24,27,29,31,33,34,36
5,24,27,29,31,33,35,36
5,24,27,29,31,33,35,36
5,24,27,29,31,32,34,36
5,24,27,29,31,32,35,37
5,24,27,29,31,33,35,36
5,24,27,29,31,33,35,37
5,24,27,29,31,33,35,37
5,24,27,29,31,33,35,36
5,25,26,29,31,33,35,36
5,25,26,29,31,33,35,37
5,25,26,29,31,32,35,36
5,25,26,29,31,32,35,37
5,25,26,29,31,33,35,36
5,25,26,29,31,33,35,36
5,25,27,29,31,33,35,37
5,25,27,29,31,33,35,37
5,25,27,29,31,33,35,37
5,25,27,29,31,33,35,37
5,25,27,29,31,33,35,37
6,25,27,29,31,32,35,37
7,23,26,29,31,33,35,36
7,24,26,29,31,33,35,36
7,24,26,29,31,33,35,36
7,24,26,29,31,33,34,36
7,24,26,29,31,33,35,37
7,24,27,29,31,33,35,36
7,24,27,29,31,32,35,37
7,24,27,29,31,32,35,37
7,25,26,29,31,33,34,36
7,25,27,29,31,32,34,37
7,25,27,29,31,32,35,37
7,25,27,29,31,33,35,37
7,25,27,29,31,33,35,37
7,25,27,29,31,33,35,37
8,24,26,29,31,33,35,37
8,24,27,29,31,33,35,37
8,25,26,29,31,33,35,37
8,25,26,29,31,33,35,37
8,25,26,29,31,33,34,36
8,25,27,29,31,32,35,37
10,24,26,28,31,33,35,37
10,24,26,28,31,33,34,36
11,23,26,28,31,33,34,36
11,24,26,29,31,33,35,36
11,24,26,29,31,33,34,37
11,24,26,29,31,33,35,36
11,24,26,29,31,33,35,37
11,24,26,29,31,32,34,37
11,24,26,29,31,33,34,36
11,24,26,29,31,33,35,37
11,24,26,29,31,32,35,36
11,24,27,29,31,33,35,36
11,24,27,29,31,33,34,36
11,24,27,29,31,33,34,37
11,24,27,29,31,33,35,37
11,24,27,29,31,32,34,36
11,24,27,29,31,32,35,37
11,24,27,29,31,33,35,37
11,25,26,29,31,33,35,36
11,25,26,29,31,32,35,37
11,25,26,29,31,33,35,37
11,25,27,29,31,33,35,36
11,25,27,29,31,33,35,36
11,25,27,29,31,32,35,37
11,25,27,29,31,33,35,36
11,25,27,29,31,33,35,37
11,25,27,28,31,32,34,37
11,25,27,29,30,33,35,36
11,25,27,29,31,33,35,36
11,25,27,29,31,33,35,37
12,24,27,28,31,32,34,36
12,24,27,29,31,33,34,36
12,25,27,29,31,33,35,37
12,25,27,29,31,33,35,37
12,25,27,29,31,32,34,36
12,25,27,29,31,32,35,37
12,25,27,29,31,33,35,37
12,25,27,29,31,33,35,37
12,25,27,29,31,32,35,37
12,25,27,29,31,33,35,36
12,25,27,29,31,33,35,37
12,25,27,29,31,33,35,37
12,25,27,29,31,33,35,37
12,25,27,29,31,33,35,37
12,25,27,29,31,33,35,37
12,25,27,29,31,33,35,37
13,23,26,29,31,33,35,37
13,24,26,29,31,32,34,37
13,24,27,28,31,33,35,37
13,25,26,29,31,33,34,36
13,25,27,29,31,32,35,37
13,25,27,29,31,33,34,36
13,25,27,29,31,33,35,37
14,23,26,28,31,33,35,37
14,23,26,29,31,33,35,36
14,23,26,29,31,33,35,37
14,23,27,29,31,33,35,37
14,24,26,28,31,33,35,37
14,24,26,29,31,32,35,37
14,24,26,28,31,32,34,37
14,24,26,28,31,32,35,36
14,24,26,28,31,32,35,37
14,24,26,28,31,32,35,37
14,24,26,28,31,33,35,37
14,24,26,28,31,33,35,37
14,24,26,28,31,33,35,37
14,24,26,28,31,33,35,37
14,24,27,29,31,33,35,37
14,24,27,29,31,32,35,36
14,24,27,28,31,32,35,37
14,25,26,29,31,33,35,37
14,25,26,28,31,32,35,37
14,25,26,28,31,32,35,37
14,25,26,29,31,32,34,37
14,25,27,29,31,32,35,37
14,25,27,29,31,32,35,37
14,25,27,29,31,33,34,36
15,24,26,29,31,33,35,36
15,25,26,29,31,33,34,36
16,24,26,29,31,32,34,37
17,24,26,28,31,33,35,37
17,24,26,28,31,33,35,37
17,24,26,28,31,33,35,37
17,24,26,29,31,33,35,37
17,24,26,28,31,33,35,37
17,24,26,28,31,33,35,37
17,25,26,28,31,33,35,37
17,25,26,29,31,32,35,37
17,25,26,29,31,33,35,37
17,25,26,29,31,33,35,37
18,24,27,29,31,33,34,36
18,24,27,29,31,33,34,36
18,24,27,29,31,33,35,36
18,24,27,29,31,33,35,36
18,24,27,29,31,33,35,36
18,24,27,29,31,33,35,36
18,24,27,29,31,33,35,36
18,24,27,29,31,33,34,36
18,24,27,29,31,33,35,36
18,24,27,29,31,33,34,36
18,24,27,29,31,33,34,36
18,24,27,29,31,33,34,36
18,24,27,29,31,33,34,36
18,24,27,29,31,33,34,37
18,24,27,29,31,33,34,37
18,24,27,29,31,33,34,37
18,24,27,29,31,33,35,36
18,24,27,29,31,33,35,36
18,24,27,29,31,33,35,36
18,24,27,29,31,33,35,36
18,24,27,29,31,33,35,36
18,24,27,29,31,33,35,36
18,24,27,29,31,33,35,36
18,24,27,29,31,33,35,37
18,24,27,29,31,33,35,36
18,25,27,29,31,33,35,36
18,25,27,29,31,32,35,36
18,25,27,29,31,33,34,36
18,25,27,29,31,33,35,37
19,24,27,28,31,33,35,37
19,24,27,29,31,33,35,37
19,24,27,29,31,32,35,37
19,24,27,29,31,33,35,36
19,25,27,28,31,33,35,37
19,25,27,29,31,32,34,36
20,24,27,28,31,33,35,37
20,24,27,29,31,32,35,37
21,24,27,28,31,32,35,36
22,23,26,29,31,32,35,37
22,23,27,28,31,33,35,37
22,24,27,28,31,33,34,37
22,24,27,29,31,33,35,36
22,24,27,29,31,33,35,36
22,24,27,28,30,33,35,36
22,24,27,28,31,33,34,37
22,24,27,28,31,33,34,37
22,24,27,28,31,33,34,37
22,24,27,28,31,33,35,37
22,24,27,28,31,33,35,37
22,24,27,28,31,33,35,37
22,24,27,29,31,32,34,36
22,24,27,29,31,33,34,37
22,24,27,29,31,33,35,37
22,24,27,29,31,33,35,37
22,24,27,29,31,33,35,37
22,24,27,29,31,33,35,37
22,24,27,29,31,33,35,37
22,24,27,29,31,33,35,37
22,24,27,29,31,33,35,37
22,24,27,28,31,33,35,37
22,25,27,29,31,33,35,37
22,25,27,29,31,33,35,37
