1,23,26,29,31,32,35,37,39,41,43,45,47
1,23,26,29,31,33,35,37,38,41,43,45,46
1,23,27,28,31,33,35,37,39,41,43,45,47
1,23,27,28,31,32,34,37,39,41,43,45,47
1,23,27,28,31,32,34,37,39,41,43,45,47
1,23,27,28,31,33,35,37,39,40,43,45,46
1,24,26,28,31,33,35,37,39,41,42,44,46
1,24,26,28,31,33,35,37,39,41,43,45,47
1,24,26,29,31,33,35,37,39,41,43,44,47
1,24,26,28,31,33,34,37,39,41,43,45,46
1,24,26,28,31,33,35,37,39,41,42,45,47
1,24,26,28,31,33,35,37,39,41,43,45,47
1,24,26,28,31,33,35,37,39,41,43,45,47
1,24,26,29,31,33,35,37,38,41,43,45,47
1,24,26,29,31,33,34,37,38,41,43,45,47
1,24,26,29,31,32,35,37,39,41,43,44,46
1,24,26,28,31,33,35,37,39,41,42,45,47
1,24,26,29,31,33,35,37,39,41,43,45,46
1,24,26,28,31,33,35,37,39,41,43,45,47
1,24,26,29,31,32,35,37,38,41,43,45,46
1,24,26,29,31,32,35,37,39,41,43,45,46
1,24,26,29,31,33,34,36,39,41,43,45,47
1,24,26,29,31,33,34,37,39,41,43,45,47
1,24,26,29,31,33,35,37,39,41,43,45,47
1,24,26,28,30,33,35,37,39,41,43,45,47
1,24,26,29,31,32,35,36,39,41,43,45,47
1,24,26,29,31,33,34,37,38,41,43,44,47
1,24,26,29,31,33,35,37,39,40,43,45,47
1,24,26,28,30,32,34,36,38,41,43,45,47
1,24,26,28,30,33,35,37,39,40,43,45,47
1,24,26,28,31,32,34,37,38,41,43,45,47
1,24,26,28,31,33,34,37,39,41,43,45,47
1,24,26,28,31,33,35,36,39,40,43,45,47
1,24,26,28,31,33,35,37,38,41,43,45,47
1,24,26,29,31,32,35,37,38,41,43,45,47
1,24,26,29,31,33,34,37,38,40,43,45,47
1,24,26,29,31,33,34,37,38,41,42,45,47
1,24,26,29,31,33,34,37,39,41,43,45,46
1,24,26,29,31,33,35,36,38,41,43,45,47
1,24,26,29,31,33,35,36,39,40,42,45,47
1,24,26,29,31,33,35,37,39,40,42,45,46
1,24,26,29,31,33,35,37,39,41,42,45,47
1,24,26,29,31,33,35,37,39,41,43,44,46
1,24,26,29,31,33,35,37,39,41,43,45,46
1,24,26,29,31,33,35,37,39,41,43,45,46
1,24,26,29,31,33,35,37,39,41,43,45,47
1,24,26,28,31,33,35,37,39,41,42,45,47
1,24,27,29,31,33,35,37,38,40,43,45,47
1,24,27,28,31,33,35,37,39,41,43,45,47
1,24,27,29,31,32,35,36,38,41,43,45,47
1,24,27,29,31,33,35,37,39,41,43,45,46
1,24,27,28,31,32,34,36,38,41,43,45,47
1,24,27,28,31,33,35,37,38,41,43,45,47
1,24,27,28,31,33,35,37,39,40,43,45,47
1,24,27,28,31,33,35,37,39,41,42,45,47
1,24,27,29,31,33,35,37,38,41,43,45,46
1,24,27,29,31,33,35,37,39,40,43,45,47
1,24,27,29,31,33,34,36,39,41,43,45,46
1,24,27,29,31,33,34,37,39,40,43,45,47
1,24,27,29,31,32,34,36,38,41,42,45,47
1,24,27,29,31,33,34,37,39,41,43,45,47
1,25,26,28,31,33,35,36,38,41,43,45,47
1,25,26,28,31,33,35,37,39,41,43,45,47
1,25,26,28,31,32,34,37,38,41,43,45,47
1,25,26,29,31,33,35,37,39,41,43,45,46
1,25,26,29,31,33,35,37,39,41,43,45,47
1,25,26,29,31,33,34,36,39,41,43,45,47
1,25,26,28,31,33,35,37,38,41,43,45,47
1,25,26,29,31,33,35,37,38,41,43,45,46
1,25,26,29,31,33,35,37,38,41,43,45,47
1,25,26,29,31,33,35,37,39,40,43,45,47
1,25,27,28,31,32,35,37,39,41,43,45,46
1,25,27,29,31,33,35,37,39,41,43,45,47
1,25,27,29,31,33,34,36,39,41,43,45,47
1,25,27,28,31,33,34,37,38,41,43,45,47
1,25,27,28,31,33,34,37,39,41,43,45,47
1,25,27,29,31,32,35,37,38,40,43,45,46
1,25,27,29,31,33,34,37,38,41,43,45,46
1,25,27,29,31,33,35,37,38,41,43,45,47
1,25,27,29,31,33,35,37,39,41,43,45,47
1,25,27,29,31,33,35,36,38,41,43,45,46
1,25,27,29,31,33,35,37,38,41,43,45,47
2,23,26,29,31,33,35,37,39,41,43,44,47
2,24,26,29,31,33,35,37,39,41,43,44,47
2,24,26,29,31,33,35,37,39,41,43,44,47
2,24,26,29,31,33,35,37,39,41,43,44,47
2,24,26,29,31,33,35,37,39,41,43,44,47
2,24,26,29,31,32,35,37,39,41,43,44,47
2,24,26,29,31,33,34,37,39,41,43,44,47
2,24,26,29,31,33,35,37,39,41,43,44,47
2,24,26,29,31,33,35,37,39,41,43,44,47
2,24,27,28,31,33,35,37,39,41,43,44,47
2,24,27,29,31,33,35,37,39,41,43,44,46
2,24,27,29,31,33,35,37,39,41,43,44,47
2,25,26,29,31,33,35,37,39,41,43,44,46
2,25,26,29,31,33,35,37,39,41,43,44,47
2,25,26,29,31,33,35,37,39,41,43,44,47
2,25,26,29,31,33,35,37,39,41,43,44,47
2,25,26,29,31,33,35,37,39,41,43,44,47
2,25,26,29,31,33,35,37,39,41,43,44,47
2,25,26,29,31,33,35,37,39,41,43,44,47
2,25,26,29,31,33,35,37,39,41,43,44,47
3,24,26,29,31,32,35,37,39,41,43,44,46
3,24,26,29,31,32,35,37,39,41,43,45,46
3,24,26,28,31,33,35,37,39,41,43,45,47
3,24,26,29,31,32,35,37,38,41,43,45,47
3,24,26,28,31,33,35,37,39,41,43,45,47
3,24,26,29,31,33,35,37,38,41,43,45,46
3,24,27,28,31,33,35,37,39,41,42,44,47
3,24,27,29,31,33,35,37,39,41,43,44,46
3,25,26,29,31,32,35,37,38,41,43,45,47
4,23,27,28,31,32,35,37,39,41,42,45,47
4,24,26,28,31,33,35,37,39,41,43,45,47
4,24,26,29,31,32,35,37,39,41,43,44,46
4,24,26,28,31,33,35,37,39,41,43,44,47
4,24,26,28,31,32,35,37,39,41,43,45,47
4,24,27,28,31,32,35,37,39,41,43,45,47
4,24,27,28,31,32,35,37,39,41,43,45,47
4,24,27,28,31,33,34,37,38,41,43,45,46
4,25,27,28,31,33,35,37,39,41,43,45,47
4,25,27,28,31,32,35,37,39,41,43,45,47
4,25,27,29,31,33,34,37,39,41,43,45,47
4,25,27,28,31,33,35,37,39,41,43,45,47
4,25,27,28,31,32,35,37,39,41,43,45,47
5,23,26,29,31,33,35,36,39,41,43,45,46
5,23,26,28,30,32,35,37,38,40,43,45,47
5,23,26,29,31,33,34,37,39,41,43,45,47
5,23,27,28,30,33,35,36,39,41,43,45,47
5,23,27,28,31,33,35,37,39,41,43,45,46
5,23,27,28,31,33,35,36,39,41,43,44,46
5,24,26,29,31,32,34,37,39,41,43,45,47
5,24,26,29,31,33,35,37,38,41,43,45,47
5,24,26,29,31,33,35,37,39,41,43,45,47
5,24,26,28,31,33,35,37,38,41,43,45,47
5,24,26,28,31,32,35,37,39,40,43,45,47
5,24,26,28,31,33,35,37,39,41,43,45,47
5,24,26,29,31,33,35,36,38,41,43,45,47
5,24,26,29,31,33,35,37,38,41,43,45,47
5,24,26,29,31,33,35,37,39,40,43,45,47
5,24,26,29,31,33,35,37,39,41,43,45,46
5,24,26,29,31,33,35,37,39,41,43,45,47
5,24,27,29,31,33,34,36,39,41,43,45,46
5,24,27,29,31,33,34,36,39,41,43,45,47
5,24,27,29,31,33,34,36,39,41,43,45,47
5,24,27,29,31,33,35,36,38,41,43,45,47
5,24,27,29,31,33,35,36,39,41,43,45,47
5,24,27,29,31,32,34,36,39,41,43,45,47
5,24,27,29,31,32,35,37,39,41,43,44,46
5,24,27,29,31,33,35,36,39,41,43,45,47
5,24,27,29,31,33,35,37,39,41,43,45,46
5,24,27,29,31,33,35,37,39,41,43,45,46
5,24,27,29,31,33,35,36,39,41,43,45,47
5,25,26,29,31,33,35,36,39,41,43,45,47
5,25,26,29,31,33,35,37,38,41,43,45,47
5,25,26,29,31,32,35,36,38,41,43,45,47
5,25,26,29,31,32,35,37,39,41,43,45,46
5,25,26,29,31,33,35,36,38,41,43,45,47
5,25,26,29,31,33,35,36,39,41,43,45,47
5,25,27,29,31,33,35,37,38,41,43,45,47
5,25,27,29,31,33,35,37,39,41,43,45,46
5,25,27,29,31,33,35,37,38,41,43,45,47
5,25,27,29,31,33,35,37,38,41,43,45,47
5,25,27,29,31,33,35,37,38,41,43,45,47
6,25,27,29,31,32,35,37,39,41,43,45,47
7,23,26,29,31,33,35,36,38,41,43,45,47
7,24,26,29,31,33,35,36,38,41,43,45,47
7,24,26,29,31,33,35,36,39,41,43,45,47
7,24,26,29,31,33,34,36,38,41,43,45,46
7,24,26,29,31,33,35,37,38,41,43,45,47
7,24,27,29,31,33,35,36,39,41,43,45,47
7,24,27,29,31,32,35,37,39,41,43,45,47
7,24,27,29,31,32,35,37,39,41,43,45,47
7,25,26,29,31,33,34,36,38,41,43,45,47
7,25,27,29,31,32,34,37,38,41,43,45,47
7,25,27,29,31,32,35,37,38,41,43,45,47
7,25,27,29,31,33,35,37,38,41,43,45,47
7,25,27,29,31,33,35,37,38,41,43,45,47
7,25,27,29,31,33,35,37,39,41,43,45,47
8,24,26,29,31,33,35,37,39,41,43,44,47
8,24,27,29,31,33,35,37,39,40,43,45,47
8,25,26,29,31,33,35,37,38,41,42,45,47
8,25,26,29,31,33,35,37,38,41,43,45,47
8,25,26,29,31,33,34,36,38,41,43,45,47
8,25,27,29,31,32,35,37,39,41,43,45,47
10,24,26,28,31,33,35,37,39,41,43,44,46
10,24,26,28,31,33,34,36,39,41,43,44,46
11,23,26,28,31,33,34,36,39,41,43,45,47
11,24,26,29,31,33,35,36,38,41,43,45,47
11,24,26,29,31,33,34,37,38,41,43,45,47
11,24,26,29,31,33,35,36,38,41,43,45,47
11,24,26,29,31,33,35,37,38,41,43,45,47
11,24,26,29,31,32,34,37,39,41,43,45,47
11,24,26,29,31,33,34,36,38,41,43,45,47
11,24,26,29,31,33,35,37,38,41,43,45,47
11,24,26,29,31,32,35,36,38,41,43,45,47
11,24,27,29,31,33,35,36,38,41,43,45,47
11,24,27,29,31,33,34,36,38,41,43,45,47
11,24,27,29,31,33,34,37,39,41,43,45,47
11,24,27,29,31,33,35,37,38,41,43,45,47
11,24,27,29,31,32,34,36,39,41,43,45,47
11,24,27,29,31,32,35,37,38,41,43,45,47
11,24,27,29,31,33,35,37,38,41,43,45,47
11,25,26,29,31,33,35,36,38,41,43,45,47
11,25,26,29,31,32,35,37,38,41,43,45,47
