1,23,26,29,31,32,35
1,23,26,29,31,33,35
1,23,27,28,31,33,35
1,23,27,28,31,32,34
1,23,27,28,31,32,34
1,23,27,28,31,33,35
1,24,26,28,31,33,35
1,24,26,28,31,33,35
1,24,26,29,31,33,35
1,24,26,28,31,33,34
1,24,26,28,31,33,35
1,24,26,28,31,33,35
1,24,26,28,31,33,35
1,24,26,29,31,33,35
1,24,26,29,31,33,34
1,24,26,29,31,32,35
1,24,26,28,31,33,35
1,24,26,29,31,33,35
1,24,26,28,31,33,35
1,24,26,29,31,32,35
1,24,26,29,31,32,35
1,24,26,29,31,33,34
1,24,26,29,31,33,34
1,24,26,29,31,33,35
1,24,26,28,30,33,35
1,24,26,29,31,32,35
1,24,26,29,31,33,34
1,24,26,29,31,33,35
1,24,26,28,30,32,34
1,24,26,28,30,33,35
1,24,26,28,31,32,34
1,24,26,28,31,33,34
1,24,26,28,31,33,35
1,24,26,28,31,33,35
1,24,26,29,31,32,35
1,24,26,29,31,33,34
1,24,26,29,31,33,34
1,24,26,29,31,33,34
1,24,26,29,31,33,35
1,24,26,29,31,33,35
1,24,26,29,31,33,35
1,24,26,29,31,33,35
1,24,26,29,31,33,35
1,24,26,29,31,33,35
1,24,26,29,31,33,35
1,24,26,29,31,33,35
1,24,26,28,31,33,35
1,24,27,29,31,33,35
1,24,27,28,31,33,35
1,24,27,29,31,32,35
1,24,27,29,31,33,35
1,24,27,28,31,32,34
1,24,27,28,31,33,35
1,24,27,28,31,33,35
1,24,27,28,31,33,35
1,24,27,29,31,33,35
1,24,27,29,31,33,35
1,24,27,29,31,33,34
1,24,27,29,31,33,34
1,24,27,29,31,32,34
1,24,27,29,31,33,34
1,25,26,28,31,33,35
1,25,26,28,31,33,35
1,25,26,28,31,32,34
1,25,26,29,31,33,35
1,25,26,29,31,33,35
1,25,26,29,31,33,34
1,25,26,28,31,33,35
1,25,26,29,31,33,35
1,25,26,29,31,33,35
1,25,26,29,31,33,35
1,25,27,28,31,32,35
1,25,27,29,31,33,35
1,25,27,29,31,33,34
1,25,27,28,31,33,34
1,25,27,28,31,33,34
1,25,27,29,31,32,35
1,25,27,29,31,33,34
1,25,27,29,31,33,35
1,25,27,29,31,33,35
1,25,27,29,31,33,35
1,25,27,29,31,33,35
2,23,26,29,31,33,35
2,24,26,29,31,33,35
2,24,26,29,31,33,35
2,24,26,29,31,33,35
2,24,26,29,31,33,35
2,24,26,29,31,32,35
2,24,26,29,31,33,34
2,24,26,29,31,33,35
2,24,26,29,31,33,35
2,24,27,28,31,33,35
2,24,27,29,31,33,35
2,24,27,29,31,33,35
2,25,26,29,31,33,35
2,25,26,29,31,33,35
2,25,26,29,31,33,35
2,25,26,29,31,33,35
2,25,26,29,31,33,35
2,25,26,29,31,33,35
2,25,26,29,31,33,35
2,25,26,29,31,33,35
3,24,26,29,31,32,35
3,24,26,29,31,32,35
3,24,26,28,31,33,35
3,24,26,29,31,32,35
3,24,26,28,31,33,35
3,24,26,29,31,33,35
3,24,27,28,31,33,35
3,24,27,29,31,33,35
3,25,26,29,31,32,35
4,23,27,28,31,32,35
4,24,26,28,31,33,35
4,24,26,29,31,32,35
4,24,26,28,31,33,35
4,24,26,28,31,32,35
4,24,27,28,31,32,35
4,24,27,28,31,32,35
4,24,27,28,31,33,34
4,25,27,28,31,33,35
4,25,27,28,31,32,35
4,25,27,29,31,33,34
4,25,27,28,31,33,35
4,25,27,28,31,32,35
5,23,26,29,31,33,35
5,23,26,28,30,32,35
5,23,26,29,31,33,34
5,23,27,28,30,33,35
5,23,27,28,31,33,35
5,23,27,28,31,33,35
5,24,26,29,31,32,34
5,24,26,29,31,33,35
5,24,26,29,31,33,35
5,24,26,28,31,33,35
5,24,26,28,31,32,35
5,24,26,28,31,33,35
5,24,26,29,31,33,35
5,24,26,29,31,33,35
5,24,26,29,31,33,35
5,24,26,29,31,33,35
5,24,26,29,31,33,35
5,24,27,29,31,33,34
5,24,27,29,31,33,34
5,24,27,29,31,33,34
5,24,27,29,31,33,35
5,24,27,29,31,33,35
5,24,27,29,31,32,34
5,24,27,29,31,32,35
5,24,27,29,31,33,35
5,24,27,29,31,33,35
5,24,27,29,31,33,35
5,24,27,29,31,33,35
5,25,26,29,31,33,35
5,25,26,29,31,33,35
5,25,26,29,31,32,35
5,25,26,29,31,32,35
5,25,26,29,31,33,35
5,25,26,29,31,33,35
5,25,27,29,31,33,35
5,25,27,29,31,33,35
5,25,27,29,31,33,35
5,25,27,29,31,33,35
5,25,27,29,31,33,35
6,25,27,29,31,32,35
7,23,26,29,31,33,35
7,24,26,29,31,33,35
7,24,26,29,31,33,35
7,24,26,29,31,33,34
7,24,26,29,31,33,35
7,24,27,29,31,33,35
7,24,27,29,31,32,35
7,24,27,29,31,32,35
7,25,26,29,31,33,34
7,25,27,29,31,32,34
7,25,27,29,31,32,35
7,25,27,29,31,33,35
7,25,27,29,31,33,35
7,25,27,29,31,33,35
8,24,26,29,31,33,35
8,24,27,29,31,33,35
8,25,26,29,31,33,35
8,25,26,29,31,33,35
8,25,26,29,31,33,34
8,25,27,29,31,32,35
10,24,26,28,31,33,35
10,24,26,28,31,33,34
11,23,26,28,31,33,34
11,24,26,29,31,33,35
11,24,26,29,31,33,34
11,24,26,29,31,33,35
11,24,26,29,31,33,35
11,24,26,29,31,32,34
11,24,26,29,31,33,34
11,24,26,29,31,33,35
11,24,26,29,31,32,35
11,24,27,29,31,33,35
11,24,27,29,31,33,34
11,24,27,29,31,33,34
11,24,27,29,31,33,35
11,24,27,29,31,32,34
11,24,27,29,31,32,35
11,24,27,29,31,33,35
11,25,26,29,31,33,35
11,25,26,29,31,32,35
11,25,26,29,31,33,35
11,25,27,29,31,33,35
11,25,27,29,31,33,35
11,25,27,29,31,32,35
11,25,27,29,31,33,35
11,25,27,29,31,33,35
11,25,27,28,31,32,34
11,25,27,29,30,33,35
11,25,27,29,31,33,35
11,25,27,29,31,33,35
12,24,27,28,31,32,34
12,24,27,29,31,33,34
12,25,27,29,31,33,35
12,25,27,29,31,33,35
12,25,27,29,31,32,34
12,25,27,29,31,32,35
12,25,27,29,31,33,35
12,25,27,29,31,33,35
12,25,27,29,31,32,35
12,25,27,29,31,33,35
12,25,27,29,31,33,35
12,25,27,29,31,33,35
12,25,27,29,31,33,35
12,25,27,29,31,33,35
12,25,27,29,31,33,35
12,25,27,29,31,33,35
13,23,26,29,31,33,35
13,24,26,29,31,32,34
13,24,27,28,31,33,35
13,25,26,29,31,33,34
13,25,27,29,31,32,35
13,25,27,29,31,33,34
13,25,27,29,31,33,35
14,23,26,28,31,33,35
14,23,26,29,31,33,35
14,23,26,29,31,33,35
14,23,27,29,31,33,35
14,24,26,28,31,33,35
14,24,26,29,31,32,35
14,24,26,28,31,32,34
14,24,26,28,31,32,35
14,24,26,28,31,32,35
14,24,26,28,31,32,35
14,24,26,28,31,33,35
14,24,26,28,31,33,35
14,24,26,28,31,33,35
14,24,26,28,31,33,35
14,24,27,29,31,33,35
14,24,27,29,31,32,35
14,24,27,28,31,32,35
14,25,26,29,31,33,35
14,25,26,28,31,32,35
14,25,26,28,31,32,35
14,25,26,29,31,32,34
14,25,27,29,31,32,35
14,25,27,29,31,32,35
14,25,27,29,31,33,34
15,24,26,29,31,33,35
15,25,26,29,31,33,34
16,24,26,29,31,32,34
17,24,26,28,31,33,35
17,24,26,28,31,33,35
17,24,26,28,31,33,35
17,24,26,29,31,33,35
17,24,26,28,31,33,35
17,24,26,28,31,33,35
17,25,26,28,31,33,35
17,25,26,29,31,32,35
17,25,26,29,31,33,35
17,25,26,29,31,33,35
18,24,27,29,31,33,34
18,24,27,29,31,33,34
18,24,27,29,31,33,35
18,24,27,29,31,33,35
18,24,27,29,31,33,35
18,24,27,29,31,33,35
18,24,27,29,31,33,35
18,24,27,29,31,33,34
18,24,27,29,31,33,35
18,24,27,29,31,33,34
18,24,27,29,31,33,34
18,24,27,29,31,33,34
18,24,27,29,31,33,34
18,24,27,29,31,33,34
18,24,27,29,31,33,34
18,24,27,29,31,33,34
18,24,27,29,31,33,35
18,24,27,29,31,33,35
18,24,27,29,31,33,35
18,24,27,29,31,33,35
18,24,27,29,31,33,35
18,24,27,29,31,33,35
18,24,27,29,31,33,35
18,24,27,29,31,33,35
18,24,27,29,31,33,35
18,25,27,29,31,33,35
18,25,27,29,31,32,35
18,25,27,29,31,33,34
18,25,27,29,31,33,35
19,24,27,28,31,33,35
19,24,27,29,31,33,35
19,24,27,29,31,32,35
19,24,27,29,31,33,35
19,25,27,28,31,33,35
19,25,27,29,31,32,34
20,24,27,28,31,33,35
20,24,27,29,31,32,35
21,24,27,28,31,32,35
22,23,26,29,31,32,35
22,23,27,28,31,33,35
22,24,27,28,31,33,34
22,24,27,29,31,33,35
22,24,27,29,31,33,35
22,24,27,28,30,33,35
22,24,27,28,31,33,34
22,24,27,28,31,33,34
22,24,27,28,31,33,34
22,24,27,28,31,33,35
22,24,27,28,31,33,35
22,24,27,28,31,33,35
22,24,27,29,31,32,34
22,24,27,29,31,33,34
22,24,27,29,31,33,35
22,24,27,29,31,33,35
22,24,27,29,31,33,35
22,24,27,29,31,33,35
22,24,27,29,31,33,35
22,24,27,29,31,33,35
22,24,27,29,31,33,35
22,24,27,28,31,33,35
22,25,27,29,31,33,35
22,25,27,29,31,33,35
